exp_group,user_id,likes,views,ctr
Test,21353,6,55,0.109090909090909
Test,29538,49,130,0.3769230769230769
Control,107347,4,21,0.1904761904761904
Test,134815,22,66,0.3333333333333333
Test,134701,32,94,0.3404255319148936
Control,26845,30,118,0.2542372881355932
Control,26735,3,26,0.1153846153846153
Control,107489,10,54,0.1851851851851851
Test,29098,17,146,0.1164383561643835
Control,27587,27,89,0.3033707865168539
Test,14852,23,185,0.1243243243243243
Control,117594,8,21,0.3809523809523809
Control,125575,20,128,0.15625
Control,8457,9,47,0.1914893617021276
Test,118871,50,189,0.2645502645502645
Test,15314,32,139,0.2302158273381295
Test,119169,18,64,0.28125
Test,127636,4,59,0.0677966101694915
Control,970,9,69,0.1304347826086956
Control,125181,10,70,0.1428571428571428
Test,24159,30,100,0.3
Test,111806,25,48,0.5208333333333334
Test,111628,3,34,0.088235294117647
Test,140048,3,14,0.2142857142857142
Control,25945,34,137,0.2481751824817518
Test,24379,18,37,0.4864864864864865
Control,26403,13,91,0.1428571428571428
Test,23873,0,6,0.0
Test,131255,37,147,0.2517006802721088
Control,21556,2,10,0.2
Test,28246,5,69,0.072463768115942
Test,107992,30,131,0.2290076335877862
Test,136107,16,67,0.2388059701492537
Test,135887,16,148,0.1081081081081081
Control,29759,9,40,0.225
Control,21840,20,88,0.2272727272727272
Control,22424,26,169,0.1538461538461538
Control,114041,1,15,0.0666666666666666
Test,19953,49,188,0.2606382978723404
Control,133852,10,31,0.3225806451612903
Control,22094,21,73,0.2876712328767123
Control,30611,31,91,0.3406593406593406
Control,113693,12,63,0.1904761904761904
Control,133742,37,124,0.2983870967741935
Test,114993,10,22,0.4545454545454545
Control,129875,20,103,0.1941747572815534
Control,121404,3,31,0.0967741935483871
Control,4310,8,22,0.3636363636363636
Test,2465,5,51,0.0980392156862745
Control,13169,1,10,0.1
Test,115531,13,41,0.3170731707317073
Test,10666,1,12,0.0833333333333333
Test,2245,14,34,0.4117647058823529
Control,22960,4,29,0.1379310344827586
Test,138909,10,100,0.1
Test,24780,22,86,0.2558139534883721
Test,25000,29,64,0.453125
Test,117767,9,83,0.108433734939759
Control,120540,16,84,0.1904761904761904
Test,10114,3,30,0.1
Control,128031,29,137,0.2116788321167883
Test,9372,8,22,0.3636363636363636
Control,134554,19,100,0.19
Test,136855,4,63,0.0634920634920634
Test,18949,1,15,0.0666666666666666
Test,27150,30,102,0.2941176470588235
Test,137203,20,105,0.1904761904761904
Test,19411,10,51,0.196078431372549
Test,18715,9,99,0.0909090909090909
Test,107514,9,69,0.1304347826086956
Control,29213,18,98,0.1836734693877551
Control,113043,12,60,0.2
Test,18637,7,91,0.0769230769230769
Test,107166,17,70,0.2428571428571428
Control,112929,19,111,0.1711711711711711
Test,12012,9,38,0.2368421052631578
Test,115903,31,100,0.31
Control,130671,14,53,0.2641509433962264
Control,13445,9,34,0.2647058823529412
Control,122582,4,29,0.1379310344827586
Test,11584,17,54,0.3148148148148148
Control,122028,13,45,0.2888888888888888
Test,116499,24,83,0.2891566265060241
Test,18227,4,61,0.0655737704918032
Test,18305,45,155,0.2903225806451613
Test,109920,17,56,0.3035714285714285
Control,112351,7,34,0.2058823529411764
Test,137847,43,124,0.3467741935483871
Test,18149,14,139,0.1007194244604316
Test,109572,3,37,0.081081081081081
Control,131450,26,162,0.1604938271604938
Control,139285,22,72,0.3055555555555556
Test,26096,9,81,0.1111111111111111
Control,132018,7,55,0.1272727272727272
Test,137229,8,81,0.0987654320987654
Test,110504,22,52,0.4230769230769231
Control,32665,7,34,0.2058823529411764
Test,125158,9,91,0.0989010989010989
Control,14437,13,62,0.2096774193548387
Control,127979,12,51,0.2352941176470588
Test,117051,4,12,0.3333333333333333
Test,117285,4,37,0.1081081081081081
Control,15305,2,8,0.25
Control,127377,27,68,0.3970588235294117
Control,123533,14,57,0.2456140350877192
Control,10673,16,91,0.1758241758241758
Test,121227,10,13,0.7692307692307693
Control,123739,5,25,0.2
Control,2312,5,16,0.3125
Control,115334,14,110,0.1272727272727272
Control,123169,4,47,0.0851063829787234
Test,121493,9,82,0.1097560975609756
Test,30600,29,128,0.2265625
Test,30522,38,127,0.2992125984251969
Control,28129,2,11,0.1818181818181818
Test,22321,18,74,0.2432432432432432
Control,107541,4,29,0.1379310344827586
Control,20038,3,17,0.1764705882352941
Control,107687,12,40,0.3
Test,133483,8,17,0.4705882352941176
Control,135892,50,122,0.4098360655737705
Control,28457,7,39,0.1794871794871795
Test,133135,16,55,0.2909090909090909
Test,133309,6,59,0.1016949152542373
Control,135938,11,50,0.22
Control,33284,16,61,0.2622950819672131
Test,15964,2,15,0.1333333333333333
Control,126573,7,40,0.175
Control,118218,16,55,0.2909090909090909
Control,1782,8,26,0.3076923076923077
Control,118136,11,89,0.1235955056179775
Test,128716,18,57,0.3157894736842105
Control,1938,2,29,0.0689655172413793
Control,1824,16,69,0.2318840579710145
Control,138318,23,97,0.2371134020618556
Test,31706,17,139,0.1223021582733813
Test,110676,27,77,0.3506493506493506
Test,23047,21,121,0.1735537190082644
Test,132189,14,93,0.1505376344086021
Control,108945,21,55,0.3818181818181818
Control,139088,4,24,0.1666666666666666
Test,30838,5,52,0.0961538461538461
Test,132409,8,26,0.3076923076923077
Control,108789,23,104,0.2211538461538461
Test,120748,10,68,0.1470588235294117
Control,32963,31,142,0.2183098591549295
Control,126122,4,50,0.08
Test,7996,9,105,0.0857142857142857
Test,119808,5,29,0.1724137931034483
Control,108794,18,66,0.2727272727272727
Test,132320,16,29,0.5517241379310345
Test,31005,8,27,0.2962962962962963
Test,22642,1,13,0.0769230769230769
Test,22720,7,99,0.0707070707070707
Control,108958,7,19,0.3684210526315789
Test,110825,25,76,0.3289473684210526
Test,23048,3,25,0.12
Test,31409,7,86,0.0813953488372093
Control,24846,8,52,0.1538461538461538
Test,129863,25,248,0.1008064516129032
Test,4208,11,114,0.0964912280701754
Test,12575,7,58,0.1206896551724138
Control,123182,27,132,0.2045454545454545
Control,123878,10,45,0.2222222222222222
Test,129423,9,96,0.09375
Control,115551,12,46,0.2608695652173913
Control,28400,7,19,0.3684210526315789
Test,21650,10,19,0.5263157894736842
Control,135899,17,135,0.1259259259259259
Control,107688,12,58,0.2068965517241379
Test,29739,19,147,0.1292517006802721
Test,22412,16,32,0.5
Control,135187,6,28,0.2142857142857142
Test,22248,8,63,0.1269841269841269
Test,25755,7,9,0.7777777777777778
Control,32662,26,168,0.1547619047619047
Test,137684,14,85,0.1647058823529411
Test,110503,12,42,0.2857142857142857
Test,17442,5,43,0.1162790697674418
Test,17552,14,40,0.35
Test,109579,8,18,0.4444444444444444
Control,23893,4,35,0.1142857142857142
Test,18318,10,62,0.1612903225806451
Control,127390,1,6,0.1666666666666666
Test,117400,6,57,0.1052631578947368
Control,6583,5,46,0.108695652173913
Test,18544,10,27,0.3703703703703703
Test,107043,6,55,0.109090909090909
Control,135151,9,68,0.1323529411764706
Control,21373,20,79,0.2531645569620253
Control,29202,17,38,0.4473684210526316
Test,27053,4,34,0.1176470588235294
Control,134795,17,49,0.3469387755102041
Test,18708,9,21,0.4285714285714285
Test,137212,9,120,0.075
Test,136856,10,103,0.0970873786407767
Test,11307,11,84,0.1309523809523809
Test,3396,3,43,0.0697674418604651
Test,116508,8,70,0.1142857142857142
Control,13890,2,11,0.1818181818181818
Test,11599,2,25,0.08
Control,13368,2,8,0.25
Control,122585,33,175,0.1885714285714285
Test,123913,7,92,0.0760869565217391
Test,3674,6,88,0.0681818181818181
Test,124091,4,47,0.0851063829787234
Test,115888,8,103,0.0776699029126213
Control,124854,10,49,0.2040816326530612
Test,121858,5,47,0.1063829787234042
Test,130413,3,33,0.0909090909090909
Control,11758,7,10,0.7
Control,124512,20,122,0.1639344262295081
Test,122032,31,69,0.4492753623188406
Test,130527,6,50,0.12
Test,5950,16,54,0.2962962962962963
Control,124072,22,119,0.1848739495798319
Test,122488,5,52,0.0961538461538461
Control,123930,5,44,0.1136363636363636
Control,12016,19,126,0.1507936507936507
Control,3885,12,53,0.2264150943396226
Control,19325,20,82,0.2439024390243902
Control,27154,19,91,0.2087912087912088
Test,28959,12,100,0.12
Control,137053,26,117,0.2222222222222222
Test,134452,17,47,0.3617021276595745
Control,117743,5,30,0.1666666666666666
Test,7134,6,53,0.1132075471698113
Test,15025,6,57,0.1052631578947368
Test,6842,17,43,0.3953488372093023
Control,125924,8,39,0.2051282051282051
Control,117387,7,55,0.1272727272727272
Control,117141,20,115,0.1739130434782608
Control,9158,13,59,0.2203389830508474
Control,681,14,49,0.2857142857142857
Control,137671,20,100,0.2
Test,131704,23,59,0.3898305084745763
Test,32645,22,69,0.3188405797101449
Control,110516,11,45,0.2444444444444444
Control,17539,19,85,0.2235294117647059
Test,23878,4,55,0.0727272727272727
Test,131430,27,60,0.45
Test,139273,32,88,0.3636363636363636
Test,131074,42,145,0.2896551724137931
Test,136108,7,66,0.106060606060606
Test,107885,5,48,0.1041666666666666
Test,28387,8,40,0.2
Test,135880,26,76,0.3421052631578947
Control,30274,21,128,0.1640625
Control,134079,14,48,0.2916666666666667
Test,19602,2,19,0.1052631578947368
Control,114046,7,34,0.2058823529411764
Test,135638,4,7,0.5714285714285714
Control,22267,8,54,0.1481481481481481
Test,19780,4,52,0.0769230769230769
Control,113832,11,77,0.1428571428571428
Control,129876,36,145,0.2482758620689655
Control,121481,4,28,0.1428571428571428
Control,12556,16,56,0.2857142857142857
Test,123197,21,67,0.3134328358208955
Test,123719,30,106,0.2830188679245283
Test,10441,5,10,0.5
Control,121125,2,8,0.25
Control,129326,10,23,0.4347826086956521
Control,12818,2,15,0.1333333333333333
Test,2242,1,18,0.0555555555555555
Test,16904,14,126,0.1111111111111111
Test,108777,9,102,0.088235294117647
Test,139262,16,44,0.3636363636363636
Control,132161,18,119,0.1512605042016806
Test,17260,2,21,0.0952380952380952
Control,22739,5,26,0.1923076923076923
Control,132339,25,156,0.1602564102564102
Control,132667,12,34,0.3529411764705882
Test,138550,11,75,0.1466666666666666
Control,111006,2,25,0.08
Control,128720,9,48,0.1875
Control,7299,23,77,0.2987012987012987
Test,32866,7,22,0.3181818181818182
Control,15496,16,80,0.2
Control,7509,24,133,0.1804511278195488
Test,1770,40,115,0.3478260869565217
Control,128380,14,94,0.1489361702127659
Control,16114,13,102,0.1274509803921568
Control,128462,21,154,0.1363636363636363
Test,9257,10,27,0.3703703703703703
Test,1350,13,39,0.3333333333333333
Control,7929,13,47,0.2765957446808511
Test,109212,5,24,0.2083333333333333
Control,23490,4,13,0.3076923076923077
Control,110883,5,44,0.1136363636363636
Test,138479,20,76,0.2631578947368421
Control,110993,20,75,0.2666666666666666
Test,109102,9,26,0.3461538461538461
Test,109386,18,64,0.28125
Control,30977,30,145,0.2068965517241379
Control,22638,13,90,0.1444444444444444
Control,111449,15,74,0.2027027027027027
Test,138901,3,27,0.1111111111111111
Control,132504,21,108,0.1944444444444444
Control,30821,45,187,0.2406417112299465
Test,9254,12,29,0.4137931034482758
Test,1531,6,60,0.1
Control,7968,8,37,0.2162162162162162
Control,119836,9,27,0.3333333333333333
Control,128371,9,33,0.2727272727272727
Control,128777,19,84,0.2261904761904762
Test,1623,10,19,0.5263157894736842
Test,126304,14,45,0.3111111111111111
Control,30505,11,55,0.2
Control,113685,9,49,0.1836734693877551
Test,135357,11,101,0.1089108910891089
Control,134064,34,123,0.2764227642276423
Test,108156,4,33,0.1212121212121212
Control,29829,38,170,0.2235294117647059
Control,21848,10,60,0.1666666666666666
Test,28552,23,79,0.2911392405063291
Test,135953,17,43,0.3953488372093023
Control,30035,22,115,0.1913043478260869
Control,21646,14,32,0.4375
Test,20273,12,147,0.0816326530612244
Control,120910,25,66,0.3787878787878788
Control,12975,20,55,0.3636363636363636
Control,5056,4,31,0.1290322580645161
Test,123898,10,66,0.1515151515151515
Control,121240,2,27,0.074074074074074
Test,115239,1,13,0.0769230769230769
Test,2913,25,64,0.390625
Test,123186,10,31,0.3225806451612903
Control,129677,18,54,0.3333333333333333
Test,114781,31,78,0.3974358974358974
Test,119447,8,74,0.1081081081081081
Control,9083,15,71,0.2112676056338028
Control,125173,10,70,0.1428571428571428
Test,119795,5,14,0.3571428571428571
Test,127060,4,40,0.1
Test,119177,10,92,0.108695652173913
Test,6663,8,89,0.0898876404494382
Control,125583,17,60,0.2833333333333333
Test,32066,26,77,0.3376623376623376
Control,26411,13,49,0.2653061224489796
Control,137942,4,34,0.1176470588235294
Test,112410,22,45,0.4888888888888889
Control,109591,4,33,0.1212121212121212
Test,111968,9,94,0.0957446808510638
Test,32494,8,104,0.0769230769230769
Control,137246,11,62,0.1774193548387097
Test,32348,11,94,0.1170212765957446
Test,131703,13,114,0.1140350877192982
Test,111620,0,13,0.0
Control,137672,10,57,0.175438596491228
Control,115884,10,61,0.1639344262295081
Test,130684,11,103,0.1067961165048543
Control,124273,15,105,0.1428571428571428
Test,5625,4,44,0.0909090909090909
Control,124071,17,91,0.1868131868131868
Control,124527,6,36,0.1666666666666666
Control,3132,6,32,0.1875
Test,14060,8,23,0.3478260869565217
Control,11603,10,35,0.2857142857142857
Control,116324,0,11,0.0
Test,130228,39,91,0.4285714285714285
Test,20905,7,48,0.1458333333333333
Control,136836,8,43,0.1860465116279069
Test,28944,6,54,0.1111111111111111
Control,137184,19,76,0.25
Control,26837,43,139,0.3093525179856115
Test,20997,12,33,0.3636363636363636
Test,112868,18,43,0.4186046511627907
Test,21175,4,61,0.0655737704918032
Control,26883,30,143,0.2097902097902098
Control,107149,7,49,0.1428571428571428
Control,136446,20,68,0.2941176470588235
Test,29372,20,68,0.2941176470588235
Test,29198,2,15,0.1333333333333333
Test,135155,33,119,0.2773109243697479
Test,128708,2,25,0.08
Control,32964,17,115,0.1478260869565217
Test,7205,7,87,0.0804597701149425
Test,128630,43,154,0.2792207792207792
Test,128786,22,71,0.3098591549295774
Test,7489,1,36,0.0277777777777777
Test,16102,34,80,0.425
Test,16176,6,54,0.1111111111111111
Test,7775,12,25,0.48
Control,126721,2,14,0.1428571428571428
Control,118492,14,50,0.28
Test,120163,20,69,0.2898550724637681
Test,22801,31,114,0.2719298245614035
Test,132401,9,30,0.3
Test,111426,12,27,0.4444444444444444
Test,30924,31,93,0.3333333333333333
Test,111142,2,26,0.0769230769230769
Control,138894,3,11,0.2727272727272727
Test,132181,21,63,0.3333333333333333
Control,25111,54,218,0.2477064220183486
Control,25253,12,78,0.1538461538461538
Test,132327,8,81,0.0987654320987654
Control,139096,7,43,0.1627906976744186
Control,24685,12,80,0.15
Control,109109,8,31,0.2580645161290322
Control,109191,1,8,0.125
Test,129856,14,126,0.1111111111111111
Control,123135,18,98,0.1836734693877551
Control,2590,5,16,0.3125
Control,11121,13,106,0.1226415094339622
Test,12412,5,55,0.0909090909090909
Test,12568,2,22,0.0909090909090909
Test,121675,29,111,0.2612612612612612
Test,4621,6,23,0.2608695652173913
Test,129260,3,29,0.1034482758620689
Test,121137,4,44,0.0909090909090909
Test,4799,4,35,0.1142857142857142
Control,2304,14,48,0.2916666666666667
Test,121063,30,96,0.3125
Control,123447,51,226,0.2256637168141592
Control,115544,2,30,0.0666666666666666
Control,28229,9,67,0.1343283582089552
Test,21543,18,64,0.28125
Control,28563,19,88,0.2159090909090909
Test,133585,21,51,0.4117647058823529
Test,114448,23,145,0.1586206896551724
Control,28449,31,97,0.3195876288659793
Control,107695,14,55,0.2545454545454545
Test,133475,7,61,0.1147540983606557
Control,135188,25,149,0.1677852348993288
Test,134059,6,59,0.1016949152542373
Test,133913,13,41,0.3170731707317073
Control,135334,33,171,0.1929824561403508
Test,114026,7,79,0.0886075949367088
Control,135618,35,114,0.3070175438596491
Test,133839,4,50,0.08
Control,111647,19,94,0.202127659574468
Test,25646,22,72,0.3055555555555556
Test,110496,4,38,0.1052631578947368
Control,24140,18,87,0.2068965517241379
Test,137569,12,109,0.110091743119266
Test,137221,8,70,0.1142857142857142
Test,110276,12,32,0.375
Test,137399,14,41,0.3414634146341463
Control,139439,22,100,0.22
Control,23890,23,129,0.1782945736434108
Test,26416,6,58,0.1034482758620689
Control,32089,40,104,0.3846153846153846
Test,26342,21,207,0.1014492753623188
Test,125588,38,76,0.5
Control,15013,5,27,0.1851851851851851
Test,117577,25,76,0.3289473684210526
Control,127229,5,22,0.2272727272727272
Control,15297,9,39,0.2307692307692307
Test,125240,12,122,0.0983606557377049
Test,8708,3,39,0.0769230769230769
Control,14559,11,48,0.2291666666666666
Test,117121,16,55,0.2909090909090909
Test,125166,30,95,0.3157894736842105
Test,18551,45,107,0.4205607476635514
Test,26748,13,43,0.3023255813953488
Control,134718,10,41,0.2439024390243902
Control,134796,37,234,0.1581196581196581
Control,29113,32,116,0.2758620689655172
Test,27316,13,87,0.1494252873563218
Test,137033,26,168,0.1547619047619047
Test,19135,4,46,0.0869565217391304
Control,134546,21,74,0.2837837837837837
Control,122304,10,69,0.144927536231884
Test,11422,9,20,0.45
Control,14227,30,140,0.2142857142857142
Control,130077,19,104,0.1826923076923076
Control,6040,13,73,0.1780821917808219
Control,121878,17,88,0.1931818181818181
Test,116649,3,32,0.09375
Test,116179,5,61,0.081967213114754
Control,122476,21,92,0.2282608695652173
Test,123918,17,127,0.1338582677165354
Control,13659,21,66,0.3181818181818182
Control,134447,31,155,0.2
Test,136590,5,43,0.1162790697674418
Test,18716,17,191,0.0890052356020942
Test,26739,20,93,0.2150537634408602
Test,26903,7,88,0.0795454545454545
Control,134997,8,51,0.1568627450980392
Test,136426,10,82,0.1219512195121951
Test,27045,1,20,0.05
Test,115896,5,47,0.1063829787234042
Control,13652,5,19,0.2631578947368421
Control,130778,12,89,0.1348314606741573
Test,3972,7,86,0.0813953488372093
Test,123905,9,26,0.3461538461538461
Test,12175,8,56,0.1428571428571428
Test,124617,51,180,0.2833333333333333
Control,14236,20,115,0.1739130434782608
Test,11409,6,61,0.0983606557377049
Control,23691,3,13,0.2307692307692307
Control,32228,6,38,0.1578947368421052
Control,131097,33,134,0.2462686567164179
Control,139282,10,47,0.2127659574468085
Test,26509,39,123,0.3170731707317073
Test,26103,3,30,0.1
Test,137226,10,100,0.1
Control,24359,3,11,0.2727272727272727
Control,24131,18,136,0.1323529411764706
Test,110365,1,13,0.0769230769230769
Test,17916,11,86,0.127906976744186
Test,110511,8,20,0.4
Test,125153,31,104,0.2980769230769231
Control,127546,19,35,0.5428571428571428
Test,8715,5,14,0.3571428571428571
Control,127624,8,23,0.3478260869565217
Test,125951,3,28,0.1071428571428571
Control,15228,1,26,0.0384615384615384
Test,117282,19,69,0.2753623188405797
Test,117574,3,38,0.0789473684210526
Control,127382,32,138,0.2318840579710145
Control,14872,6,17,0.3529411764705882
Test,5076,2,14,0.1428571428571428
Test,4298,8,28,0.2857142857142857
Control,3015,12,53,0.2264150943396226
Control,114761,35,186,0.1881720430107527
Test,121846,14,84,0.1666666666666666
Test,30525,26,168,0.1547619047619047
Test,133824,5,18,0.2777777777777778
Control,108300,5,22,0.2272727272727272
Test,22098,10,103,0.0970873786407767
Test,30443,7,65,0.1076923076923077
Control,108250,8,31,0.2580645161290322
Control,19515,20,75,0.2666666666666666
Control,28134,26,95,0.2736842105263158
Control,19593,5,48,0.1041666666666666
Test,22014,21,67,0.3134328358208955
Control,135777,21,94,0.2234042553191489
Test,29841,13,35,0.3714285714285714
Control,107894,20,103,0.1941747572815534
Test,21544,31,87,0.3563218390804598
Test,21658,10,92,0.108695652173913
Test,7906,2,30,0.0666666666666666
Control,1519,2,16,0.125
Test,128177,23,84,0.2738095238095238
Test,119994,9,57,0.1578947368421052
Control,33199,3,39,0.0769230769230769
Test,128633,21,57,0.3684210526315789
Test,120598,16,33,0.4848484848484848
Test,120740,4,12,0.3333333333333333
Control,9978,23,87,0.264367816091954
Control,126324,3,21,0.1428571428571428
Control,16489,7,59,0.1186440677966101
Test,23510,11,104,0.1057692307692307
Control,25012,11,45,0.2444444444444444
Control,25258,10,53,0.1886792452830188
Control,25468,13,75,0.1733333333333333
Test,30833,39,133,0.2932330827067669
Test,111615,9,27,0.3333333333333333
Test,10462,4,11,0.3636363636363636
Control,129117,40,165,0.2424242424242424
Test,115341,3,62,0.0483870967741935
Control,129337,10,80,0.125
Control,120918,12,85,0.1411764705882353
Test,123444,12,39,0.3076923076923077
Test,10682,1,14,0.0714285714285714
Control,12493,12,68,0.1764705882352941
Test,123132,7,79,0.0886075949367088
Test,115091,5,59,0.0847457627118644
Test,2735,4,44,0.0909090909090909
Test,10916,19,139,0.1366906474820144
Test,123288,10,24,0.4166666666666667
Test,10774,2,28,0.0714285714285714
Control,30293,8,34,0.2352941176470588
Control,22110,32,138,0.2318840579710145
Control,30513,17,136,0.125
Control,133124,2,13,0.1538461538461538
Test,107898,2,29,0.0689655172413793
Control,133586,11,47,0.2340425531914893
Control,29853,35,128,0.2734375
Test,126676,8,20,0.4
Test,1945,6,53,0.1132075471698113
Test,126328,17,49,0.3469387755102041
Test,117783,12,149,0.0805369127516778
Test,117925,13,42,0.3095238095238095
Test,126410,11,43,0.2558139534883721
Test,126126,22,49,0.4489795918367347
Control,7664,22,92,0.2391304347826087
Control,15519,7,38,0.1842105263157894
Control,31697,22,95,0.231578947368421
Control,132766,11,60,0.1833333333333333
Control,23400,8,43,0.1860465116279069
Test,138309,15,116,0.1293103448275862
Test,109188,11,119,0.0924369747899159
Control,132480,22,76,0.2894736842105263
Control,132402,39,212,0.1839622641509433
Control,31147,25,80,0.3125
Test,25108,3,54,0.0555555555555555
Control,22646,36,155,0.232258064516129
Control,27141,20,53,0.3773584905660377
Test,20739,10,30,0.3333333333333333
Test,134717,17,144,0.1180555555555555
Control,26751,2,7,0.2857142857142857
Control,136496,12,89,0.1348314606741573
Test,122479,2,19,0.1052631578947368
Control,123917,15,96,0.15625
Control,3820,1,9,0.1111111111111111
Control,12007,0,14,0.0
Test,122307,44,116,0.3793103448275862
Test,14224,22,60,0.3666666666666666
Test,122023,2,14,0.1428571428571428
Test,139436,3,43,0.0697674418604651
Control,137852,2,14,0.1428571428571428
Test,24035,38,70,0.5428571428571428
Control,138154,30,122,0.2459016393442623
Test,32090,8,106,0.0754716981132075
Test,111644,18,57,0.3157894736842105
Test,111790,10,29,0.3448275862068966
Test,24473,12,112,0.1071428571428571
Test,32502,27,88,0.3068181818181818
Control,125243,9,55,0.1636363636363636
Control,125165,19,88,0.2159090909090909
Test,127968,2,24,0.0833333333333333
Control,274,16,102,0.1568627450980392
Test,32505,26,195,0.1333333333333333
Control,26100,5,47,0.1063829787234042
Test,131680,48,141,0.3404255319148936
Test,139281,4,57,0.0701754385964912
Test,24044,17,231,0.0735930735930736
Control,125482,27,181,0.149171270718232
Control,117573,25,138,0.181159420289855
Test,127381,1,12,0.0833333333333333
Test,127271,2,37,0.054054054054054
Control,117751,13,71,0.1830985915492957
Control,9182,8,39,0.2051282051282051
Control,9068,4,13,0.3076923076923077
Test,119638,3,30,0.1
Control,981,2,31,0.064516129032258
Test,6250,4,45,0.0888888888888888
Test,127627,8,14,0.5714285714285714
Control,18719,9,47,0.1914893617021276
Control,107518,29,83,0.3493975903614458
Test,28935,8,47,0.1702127659574468
Test,20698,5,17,0.2941176470588235
Control,3225,3,20,0.15
Test,14239,4,15,0.2666666666666666
Control,116417,7,36,0.1944444444444444
Control,3581,9,39,0.2307692307692307
Test,122316,6,19,0.3157894736842105
Control,116077,3,15,0.2
Test,122578,11,94,0.1170212765957446
Control,3665,14,94,0.1489361702127659
Control,124080,3,11,0.2727272727272727
Control,120515,3,23,0.1304347826086956
Test,33196,35,120,0.2916666666666667
Control,15504,7,49,0.1428571428571428
Test,10031,42,93,0.4516129032258064
Test,126405,8,12,0.6666666666666666
Test,1828,14,120,0.1166666666666666
Test,32890,6,21,0.2857142857142857
Test,32968,20,114,0.175438596491228
Control,7209,13,37,0.3513513513513513
Test,126327,11,108,0.1018518518518518
Control,16188,30,94,0.3191489361702128
Control,15960,3,18,0.1666666666666666
Test,118708,6,23,0.2608695652173913
Test,25257,22,148,0.1486486486486486
Test,108949,17,115,0.1478260869565217
Control,31140,4,15,0.2666666666666666
Test,139238,2,34,0.0588235294117647
Control,132495,13,66,0.1969696969696969
Control,132935,9,31,0.2903225806451613
Control,23399,31,116,0.2672413793103448
Test,16600,26,81,0.3209876543209876
Test,109113,44,59,0.7457627118644068
Control,133109,8,25,0.32
Control,23217,12,47,0.2553191489361702
Test,109551,36,80,0.45
Control,129576,12,56,0.2142857142857142
Control,121845,5,16,0.3125
Control,4219,5,25,0.2
Test,11133,17,227,0.0748898678414096
Test,115540,8,82,0.0975609756097561
Control,129334,14,51,0.2745098039215686
Test,115686,9,19,0.4736842105263157
Control,129106,4,16,0.25
Test,28461,7,66,0.106060606060606
Test,107683,6,38,0.1578947368421052
Control,22013,1,12,0.0833333333333333
Control,133305,4,11,0.3636363636363636
Control,21547,41,159,0.2578616352201258
Test,136116,5,53,0.0943396226415094
Control,133827,15,59,0.2542372881355932
Test,108303,4,52,0.0769230769230769
Test,19950,3,32,0.09375
Control,30604,34,125,0.272
Control,30440,10,36,0.2777777777777778
Test,28133,4,68,0.0588235294117647
Control,22325,23,71,0.323943661971831
Control,127632,4,36,0.1111111111111111
Control,119629,3,19,0.1578947368421052
Control,14536,17,66,0.2575757575757575
Control,127988,8,69,0.1159420289855072
Test,125571,24,140,0.1714285714285714
Control,7023,2,26,0.0769230769230769
Test,8639,1,17,0.0588235294117647
Test,436,18,53,0.3396226415094339
Test,125781,20,67,0.2985074626865671
Control,127210,4,26,0.1538461538461538
Control,119173,12,74,0.1621621621621621
Test,26517,21,101,0.2079207920792079
Control,131429,11,90,0.1222222222222222
Control,139740,12,46,0.2608695652173913
Control,131707,24,174,0.1379310344827586
Control,131785,31,162,0.191358024691358
Control,24383,6,42,0.1428571428571428
Test,25949,12,87,0.1379310344827586
Control,32482,6,29,0.2068965517241379
Control,130836,2,11,0.1818181818181818
Control,130672,24,84,0.2857142857142857
Control,130232,32,136,0.2352941176470588
Control,14134,20,66,0.303030303030303
Test,11401,34,75,0.4533333333333333
Test,116328,8,17,0.4705882352941176
Test,124853,3,40,0.075
Control,14212,16,36,0.4444444444444444
Control,121857,17,60,0.2833333333333333
Test,124515,7,84,0.0833333333333333
Control,29102,9,34,0.2647058823529412
Control,20595,7,42,0.1666666666666666
Control,134533,8,42,0.1904761904761904
Test,27509,5,51,0.0980392156862745
Control,134455,10,66,0.1515151515151515
Control,112958,6,27,0.2222222222222222
Control,21471,9,32,0.28125
Test,26731,10,28,0.3571428571428571
Test,136598,28,78,0.358974358974359
Test,107351,13,140,0.0928571428571428
Control,134811,19,128,0.1484375
Test,18870,8,80,0.1
Test,23210,11,71,0.1549295774647887
Control,138631,19,99,0.1919191919191919
Test,132746,52,120,0.4333333333333333
Control,16579,19,80,0.2375
Control,25004,10,48,0.2083333333333333
Control,109090,9,36,0.25
Control,109200,25,120,0.2083333333333333
Test,22790,30,91,0.3296703296703296
Control,25444,39,164,0.2378048780487804
Control,108778,9,36,0.25
Test,22964,27,58,0.4655172413793103
Control,138905,4,26,0.1538461538461538
Control,17263,9,51,0.1764705882352941
Control,108942,23,95,0.2421052631578947
Control,9550,24,79,0.3037974683544304
Control,118557,11,44,0.25
Test,128461,9,90,0.1
Test,119970,11,61,0.180327868852459
Test,120262,14,42,0.3333333333333333
Control,33449,7,60,0.1166666666666666
Test,128027,11,119,0.0924369747899159
Control,32865,25,115,0.217391304347826
Control,1855,12,52,0.2307692307692307
Control,118229,14,99,0.1414141414141414
Control,1627,6,44,0.1363636363636363
Test,15499,28,105,0.2666666666666666
Control,135171,22,123,0.1788617886178861
Control,28158,6,20,0.3
Control,108144,5,33,0.1515151515151515
Control,19491,13,65,0.2
Test,22428,4,42,0.0952380952380952
